# Samples from Herb et al. (2012) Nature Neuroscience:
#
Am	HE	forager	0	CpGhsm	./BWASPR/extdata/Amel-forager.CpGhsm.mcalls
Am	HE	nurse	0	CpGhsm	./BWASPR/extdata/Amel-nurse.CpGhsm.mcalls
